protein_id	protein_name	copy_number	cluster_id
GDKOHJ_11650	MgtC/SapB family protein	1	GDKOHJ_11650
GDKOHJ_11645	acid-activated periplasmic chaperone HdeB	1	GDKOHJ_11645
GDKOHJ_11640	acid-activated periplasmic chaperone HdeA	1	GDKOHJ_11640
GDKOHJ_11635	acid-resistance protein HdeD	1	GDKOHJ_11635
GDKOHJ_11630	acid resistance transcriptional activator GadE	1	GDKOHJ_11630
GDKOHJ_11675	Putative oxygen independent coproporphyrinogen III oxidase	1	GDKOHJ_11675
GDKOHJ_11400	Fimbrial protein	1	GDKOHJ_11400
GDKOHJ_11395	outer membrane usher protein LpfC	1	GDKOHJ_11395
GDKOHJ_11390	long polar fimbrial biogenesis chaperone LpfB	1	GDKOHJ_11390
GDKOHJ_11385	long polar fimbrial major subunit LpfA	1	GDKOHJ_11385
GDKOHJ_11380	Uncharacterized MFS-type transporter YhjX	1	GDKOHJ_11380
GDKOHJ_11375	Uncharacterized protein YhjY	1	GDKOHJ_11375
GDKOHJ_11370	DNA-3-methyladenine glycosylase I	1	GDKOHJ_11370
GDKOHJ_11365	N-acetyltransferase	1	GDKOHJ_11365
GDKOHJ_11520	cellulose synthase complex outer membrane protein BcsC	1	GDKOHJ_11520
GDKOHJ_11355	OmpA family lipoprotein	1	GDKOHJ_11355
GDKOHJ_13460	Ubiquinone biosynthesis protein UbiU	1	GDKOHJ_13460
GDKOHJ_13455	U32 family peptidase	1	GDKOHJ_13455
GDKOHJ_13450	luciferase-like monooxygenase	1	GDKOHJ_13450
GDKOHJ_13445	tryptophan permease	1	GDKOHJ_13445
GDKOHJ_13440	ATP-dependent RNA helicase DeaD	1	GDKOHJ_13440
GDKOHJ_13435	Uncharacterized protein YrbN	1	GDKOHJ_13435
GDKOHJ_13430	lipoprotein NlpI	1	GDKOHJ_13430
GDKOHJ_11360	biotin sulfoxide reductase	1	GDKOHJ_11360
GDKOHJ_19545	ATP phosphoribosyltransferase	1	GDKOHJ_19545
GDKOHJ_11510	cellulose synthase complex periplasmic endoglucanase BcsZ	1	GDKOHJ_11510
GDKOHJ_11505	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	1	GDKOHJ_11505
GDKOHJ_11500	UDP-forming cellulose synthase catalytic subunit	1	GDKOHJ_11500
GDKOHJ_11495	UDP-forming cellulose synthase catalytic subunit	1	GDKOHJ_11495
GDKOHJ_11490	cellulose biosynthesis protein BcsQ	1	GDKOHJ_11490
GDKOHJ_11485	cellulose biosynthesis protein BcsR	1	GDKOHJ_11485
GDKOHJ_11480	cellulose biosynthesis c-di-GMP-binding protein BcsE	1	GDKOHJ_11480
GDKOHJ_11405	long polar fimbrial protein LpfE	1	GDKOHJ_11405
GDKOHJ_11470	cellulose biosynthesis protein BcsG	1	GDKOHJ_11470
GDKOHJ_11465	Type I toxin-antitoxin system toxin Ldr family protein	1	GDKOHJ_11465
GDKOHJ_11455	Inner membrane transport protein YhjV	1	GDKOHJ_11455
GDKOHJ_11450	dipeptide ABC transporter ATP-binding subunit DppF	1	GDKOHJ_11450
GDKOHJ_11445	dipeptide ABC transporter ATP-binding protein	1	GDKOHJ_11445
GDKOHJ_11440	dipeptide ABC transporter permease DppC	1	GDKOHJ_11440
GDKOHJ_11435	dipeptide ABC transporter permease DppB	1	GDKOHJ_11435
GDKOHJ_11425	dipeptide ABC transporter substrate-binding protein DppA	1	GDKOHJ_11425
GDKOHJ_11410	kdo(2)-lipid A phosphoethanolamine 7''-transferase	1	GDKOHJ_11410
GDKOHJ_11475	cellulose biosynthesis protein BcsF	1	GDKOHJ_11475
GDKOHJ_12520	30S ribosomal protein S12	1	GDKOHJ_12520
GDKOHJ_12515	sulfurtransferase complex subunit TusB	1	GDKOHJ_12515
GDKOHJ_12510	sulfurtransferase complex subunit TusC	1	GDKOHJ_12510
GDKOHJ_12505	sulfurtransferase complex subunit TusD	1	GDKOHJ_12505
GDKOHJ_12500	Uncharacterized protein YheO	1	GDKOHJ_12500
GDKOHJ_12495	FKBP-type peptidyl-prolyl cis-trans isomerase	1	GDKOHJ_12495
GDKOHJ_12490	Protein SlyX	1	GDKOHJ_12490
GDKOHJ_12485	peptidylprolyl isomerase	1	GDKOHJ_12485
GDKOHJ_13035	nucleoside triphosphate pyrophosphatase YhdE	1	GDKOHJ_13035
GDKOHJ_12475	glutathione-regulated potassium-efflux system protein KefB	1	GDKOHJ_12475
GDKOHJ_12470	glutathione-regulated potassium-efflux system ancillary protein KefG	1	GDKOHJ_12470
GDKOHJ_12465	ABC transporter ATP-binding protein	1	GDKOHJ_12465
GDKOHJ_12460	hydrolase	1	GDKOHJ_12460
GDKOHJ_12455	YheU family protein	1	GDKOHJ_12455
GDKOHJ_12450	phosphoribulokinase	1	GDKOHJ_12450
GDKOHJ_12445	OsmC family protein	1	GDKOHJ_12445
GDKOHJ_12440	cAMP-activated global transcriptional regulator CRP	1	GDKOHJ_12440
GDKOHJ_12480	YheV family putative zinc ribbon protein	1	GDKOHJ_12480
GDKOHJ_12620	putative general secretion pathway protein GspB	1	GDKOHJ_12620
GDKOHJ_12615	type II secretion system protein GspA	1	GDKOHJ_12615
GDKOHJ_12610	type II secretion system protein GspC	1	GDKOHJ_12610
GDKOHJ_12605	type II secretion system secretin GspD	1	GDKOHJ_12605
GDKOHJ_12600	type II secretion system ATPase GspE	1	GDKOHJ_12600
GDKOHJ_12595	type II secretion system inner membrane protein GspF	1	GDKOHJ_12595
GDKOHJ_12590	type II secretion system major pseudopilin GspG	1	GDKOHJ_12590
GDKOHJ_12585	type II secretion system minor pseudopilin GspH	1	GDKOHJ_12585
GDKOHJ_12525	30S ribosomal protein S7	1	GDKOHJ_12525
GDKOHJ_12575	type II secretion system minor pseudopilin GspJ	1	GDKOHJ_12575
GDKOHJ_12570	type II secretion system minor pseudopilin GspK	1	GDKOHJ_12570
GDKOHJ_12565	type II secretion system protein GspL	1	GDKOHJ_12565
GDKOHJ_12560	type II secretion system protein GspM	1	GDKOHJ_12560
GDKOHJ_12555	prepilin peptidase GspO	1	GDKOHJ_12555
GDKOHJ_12550	bacterioferritin	1	GDKOHJ_12550
GDKOHJ_12545	bacterioferritin-associated ferredoxin	1	GDKOHJ_12545
GDKOHJ_12540	bifunctional chitinase/lysozyme	1	GDKOHJ_12540
GDKOHJ_12530	elongation factor G	1	GDKOHJ_12530
GDKOHJ_12580	type II secretion system minor pseudopilin GspI	1	GDKOHJ_12580
GDKOHJ_21905	Oxidoreductase	1	GDKOHJ_21905
GDKOHJ_21900	DNA-binding transcriptional regulator NemR	1	GDKOHJ_21900
GDKOHJ_21895	N-ethylmaleimide reductase	1	GDKOHJ_21895
GDKOHJ_21890	Lactoylglutathione lyase	1	GDKOHJ_21890
GDKOHJ_21885	ribonuclease T	1	GDKOHJ_21885
GDKOHJ_21880	monothiol glutaredoxin 4	1	GDKOHJ_21880
GDKOHJ_21875	peptidoglycan DD-endopeptidase MepH	1	GDKOHJ_21875
GDKOHJ_21870	superoxide dismutase [Fe]	1	GDKOHJ_21870
GDKOHJ_12435	Uncharacterized protein YhfK	1	GDKOHJ_12435
GDKOHJ_21860	stress response protein YnhF	1	GDKOHJ_21860
GDKOHJ_21850	HTH-type transcriptional repressor PurR	1	GDKOHJ_21850
GDKOHJ_21845	DNA-binding transcriptional activator PunR	1	GDKOHJ_21845
GDKOHJ_21840	purine nucleoside transporter PunC	1	GDKOHJ_21840
GDKOHJ_21835	cyclopropane fatty acyl phospholipid synthase	1	GDKOHJ_21835
GDKOHJ_21830	riboflavin synthase	1	GDKOHJ_21830
GDKOHJ_21825	multidrug efflux MATE transporter MdtK	1	GDKOHJ_21825
GDKOHJ_21820	Uncharacterized protein YdhQ	1	GDKOHJ_21820
GDKOHJ_21865	Inner membrane transport protein YdhP	1	GDKOHJ_21865
GDKOHJ_12430	bifunctional acetylornithine/succinyldiaminopimelate transaminase	1	GDKOHJ_12430
GDKOHJ_12425	Protein YrfJ	1	GDKOHJ_12425
GDKOHJ_12420	aminodeoxychorismate synthase component 2	1	GDKOHJ_12420
GDKOHJ_12415	putative adenosine monophosphate-protein transferase Fic	1	GDKOHJ_12415
GDKOHJ_12410	Uncharacterized protein YhfG	1	GDKOHJ_12410
GDKOHJ_12405	peptidylprolyl isomerase A	1	GDKOHJ_12405
GDKOHJ_12400	MFS transporter TsgA	1	GDKOHJ_12400
GDKOHJ_21965	pyridoxal kinase PdxY	1	GDKOHJ_21965
GDKOHJ_21910	aldo/keto reductase family oxidoreductase	1	GDKOHJ_21910
GDKOHJ_21955	pyridoxamine 5'-phosphate oxidase	1	GDKOHJ_21955
GDKOHJ_21950	C-type lysozyme inhibitor	1	GDKOHJ_21950
GDKOHJ_21945	anhydro-N-acetylmuramic acid kinase	1	GDKOHJ_21945
GDKOHJ_21940	outer membrane lipoprotein SlyB	1	GDKOHJ_21940
GDKOHJ_21935	transcriptional regulator SlyA	1	GDKOHJ_21935
GDKOHJ_21930	Uncharacterized protein YdhI	1	GDKOHJ_21930
GDKOHJ_21925	Uncharacterized protein YdhJ	1	GDKOHJ_21925
GDKOHJ_21920	Uncharacterized transporter YdhK	1	GDKOHJ_21920
GDKOHJ_21915	superoxide dismutase [Cu-Zn] SodC	1	GDKOHJ_21915
GDKOHJ_21960	tyrosine--tRNA ligase	1	GDKOHJ_21960
GDKOHJ_12935	DNA-binding transcriptional regulator Fis	1	GDKOHJ_12935
GDKOHJ_12930	adenine-specific DNA-methyltransferase	1	GDKOHJ_12930
GDKOHJ_12925	Inner membrane protein YhdU	1	GDKOHJ_12925
GDKOHJ_12920	multidrug efflux transporter transcriptional repressor AcrS	1	GDKOHJ_12920
GDKOHJ_12915	multidrug efflux RND transporter periplasmic adaptor subunit AcrE	1	GDKOHJ_12915
GDKOHJ_12910	multidrug efflux RND transporter permease subunit AcrF	1	GDKOHJ_12910
GDKOHJ_12905	hypothetical protein	1	GDKOHJ_12905
GDKOHJ_12900	Uncharacterized protein YhdV	1	GDKOHJ_12900
GDKOHJ_12625	30S ribosomal protein S10	1	GDKOHJ_12625
GDKOHJ_12890	Putative amino-acid ABC transporter permease protein YhdX	1	GDKOHJ_12890
GDKOHJ_12885	Inner membrane amino-acid ABC transporter permease protein YhdY	1	GDKOHJ_12885
GDKOHJ_12880	Uncharacterized amino-acid ABC transporter ATP-binding protein YhdZ	1	GDKOHJ_12880
GDKOHJ_12835	Protein YrdA	1	GDKOHJ_12835
GDKOHJ_12830	Uncharacterized protein YrdB	1	GDKOHJ_12830
GDKOHJ_12825	shikimate dehydrogenase	1	GDKOHJ_12825
GDKOHJ_12820	L-threonylcarbamoyladenylate synthase type 1 TsaC	1	GDKOHJ_12820
GDKOHJ_12815	Uncharacterized protein YrdD	1	GDKOHJ_12815
GDKOHJ_12895	Putative amino-acid ABC transporter-binding protein YhdW	1	GDKOHJ_12895
GDKOHJ_13030	rod shape-determining protein MreD	1	GDKOHJ_13030
GDKOHJ_13025	rod shape-determining protein MreC	1	GDKOHJ_13025
GDKOHJ_13020	rod shape-determining protein MreB	1	GDKOHJ_13020
GDKOHJ_13015	RNase E specificity factor CsrD	1	GDKOHJ_13015
GDKOHJ_13010	putative acrylyl-CoA reductase AcuI	1	GDKOHJ_13010
GDKOHJ_13005	acetyl-CoA carboxylase biotin carboxyl carrier protein	1	GDKOHJ_13005
GDKOHJ_13000	acetyl-CoA carboxylase biotin carboxylase subunit	1	GDKOHJ_13000
GDKOHJ_12995	DUF4432 domain-containing protein	1	GDKOHJ_12995
GDKOHJ_12940	tRNA dihydrouridine synthase DusB	1	GDKOHJ_12940
GDKOHJ_12985	ABC transporter permease	1	GDKOHJ_12985
GDKOHJ_12980	ATP-binding cassette domain-containing protein	1	GDKOHJ_12980
GDKOHJ_12975	D-ribose-binding periplasmic protein	1	GDKOHJ_12975
GDKOHJ_12970	tagatose bisphosphate family class II aldolase	1	GDKOHJ_12970
GDKOHJ_12965	DeoR faimly transcriptional regulator	1	GDKOHJ_12965
GDKOHJ_12960	Putative pfkB family carbohydrate kinase	1	GDKOHJ_12960
GDKOHJ_12955	Uncharacterized membrane protein YhdT	1	GDKOHJ_12955
GDKOHJ_12950	sodium/pantothenate symporter	1	GDKOHJ_12950
GDKOHJ_12945	50S ribosomal protein L11 methyltransferase	1	GDKOHJ_12945
GDKOHJ_12990	Ribokinase sugar kinase	1	GDKOHJ_12990
GDKOHJ_12710	50S ribosomal protein L18	1	GDKOHJ_12710
GDKOHJ_12705	50S ribosomal protein L6	1	GDKOHJ_12705
GDKOHJ_12700	Small ribosomal subunit protein uS8	1	GDKOHJ_12700
GDKOHJ_12695	30S ribosomal protein S14	1	GDKOHJ_12695
GDKOHJ_12690	50S ribosomal protein L5	1	GDKOHJ_12690
GDKOHJ_12685	50S ribosomal protein L24	1	GDKOHJ_12685
GDKOHJ_12680	50S ribosomal protein L14	1	GDKOHJ_12680
GDKOHJ_12675	30S ribosomal protein S17	1	GDKOHJ_12675
GDKOHJ_12810	DUF494 domain-containing protein	1	GDKOHJ_12810
GDKOHJ_12665	50S ribosomal protein L16	1	GDKOHJ_12665
GDKOHJ_12660	30S ribosomal protein S3	1	GDKOHJ_12660
GDKOHJ_12655	50S ribosomal protein L22	1	GDKOHJ_12655
GDKOHJ_12650	30S ribosomal protein S19	1	GDKOHJ_12650
GDKOHJ_12645	50S ribosomal protein L2	1	GDKOHJ_12645
GDKOHJ_12640	50S ribosomal protein L23	1	GDKOHJ_12640
GDKOHJ_12635	50S ribosomal protein L4	1	GDKOHJ_12635
GDKOHJ_12630	50S ribosomal protein L3	1	GDKOHJ_12630
GDKOHJ_12670	50S ribosomal protein L29	1	GDKOHJ_12670
GDKOHJ_12805	DNA-protecting protein DprA	1	GDKOHJ_12805
GDKOHJ_12800	peptide deformylase	1	GDKOHJ_12800
GDKOHJ_12795	methionyl-tRNA formyltransferase	1	GDKOHJ_12795
GDKOHJ_12790	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	1	GDKOHJ_12790
GDKOHJ_12785	Trk system potassium transporter TrkA	1	GDKOHJ_12785
GDKOHJ_12780	large-conductance mechanosensitive channel protein MscL	1	GDKOHJ_12780
GDKOHJ_12775	alternative ribosome-rescue factor ArfA	1	GDKOHJ_12775
GDKOHJ_12770	Zn(2+)-responsive transcriptional regulator	1	GDKOHJ_12770
GDKOHJ_12715	30S ribosomal protein S5	1	GDKOHJ_12715
GDKOHJ_12760	30S ribosomal protein S4	1	GDKOHJ_12760
GDKOHJ_12755	DNA-directed RNA polymerase subunit alpha	1	GDKOHJ_12755
GDKOHJ_12750	30S ribosomal protein S4	1	GDKOHJ_12750
GDKOHJ_12745	30S ribosomal protein S11	1	GDKOHJ_12745
GDKOHJ_12740	30S ribosomal protein S13	1	GDKOHJ_12740
GDKOHJ_12735	50S ribosomal protein L36	1	GDKOHJ_12735
GDKOHJ_12730	preprotein translocase subunit SecY	1	GDKOHJ_12730
GDKOHJ_12725	50S ribosomal protein L15	1	GDKOHJ_12725
GDKOHJ_12720	50S ribosomal protein L30	1	GDKOHJ_12720
GDKOHJ_12765	Uncharacterized protein YhdN	1	GDKOHJ_12765
GDKOHJ_05745	MDR efflux pump AcrAB transcriptional activator RobA	1	GDKOHJ_05745
GDKOHJ_05740	protein CreA	1	GDKOHJ_05740
GDKOHJ_05735	two-component system response regulator CreB	1	GDKOHJ_05735
GDKOHJ_05730	two-component system sensor histidine kinase CreC	1	GDKOHJ_05730
GDKOHJ_05725	cell envelope integrity protein CreD	1	GDKOHJ_05725
GDKOHJ_05720	two-component system response regulator ArcA	1	GDKOHJ_05720
GDKOHJ_05715	tRNA/rRNA methyltransferase	1	GDKOHJ_05715
GDKOHJ_05710	thr operon leader peptide	1	GDKOHJ_05710
GDKOHJ_02485	alkyl hydroperoxide reductase subunit C	1	GDKOHJ_02485
GDKOHJ_05700	homoserine kinase	1	GDKOHJ_05700
GDKOHJ_05695	threonine synthase	1	GDKOHJ_05695
GDKOHJ_05690	Uncharacterized protein YaaX	1	GDKOHJ_05690
GDKOHJ_05685	peroxide stress protein YaaA	1	GDKOHJ_05685
GDKOHJ_05680	Uncharacterized transporter YaaJ	1	GDKOHJ_05680
GDKOHJ_05675	transaldolase B	1	GDKOHJ_05675
GDKOHJ_05670	molybdopterin adenylyltransferase	1	GDKOHJ_05670
GDKOHJ_05660	acetate uptake transporter	1	GDKOHJ_05660
GDKOHJ_05705	bifunctional aspartate kinase/homoserine dehydrogenase I	1	GDKOHJ_05705
GDKOHJ_05835	Uncharacterized protein YjjI	1	GDKOHJ_05835
GDKOHJ_05830	deoxyribose-phosphate aldolase	1	GDKOHJ_05830
GDKOHJ_05825	thymidine phosphorylase	1	GDKOHJ_05825
GDKOHJ_05820	phosphopentomutase	1	GDKOHJ_05820
GDKOHJ_05815	purine-nucleoside phosphorylase	1	GDKOHJ_05815
GDKOHJ_05810	HTH cro/C1-type domain-containing protein	1	GDKOHJ_05810
GDKOHJ_05805	lipoate--protein ligase LplA	1	GDKOHJ_05805
GDKOHJ_05800	YtjB family periplasmic protein	1	GDKOHJ_05800
GDKOHJ_05750	putative phosphoglycerate mutase GpmB	1	GDKOHJ_05750
GDKOHJ_05790	DNA repair protein RadA	1	GDKOHJ_05790
GDKOHJ_05785	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	1	GDKOHJ_05785
GDKOHJ_05780	Addiction module toxin RelE	1	GDKOHJ_05780
GDKOHJ_05775	NadS family protein	1	GDKOHJ_05775
GDKOHJ_05770	energy-dependent translational throttle protein EttA	1	GDKOHJ_05770
GDKOHJ_05765	murein transglycosylase	1	GDKOHJ_05765
GDKOHJ_05760	trp operon repressor	1	GDKOHJ_05760
GDKOHJ_05755	inosine/xanthosine triphosphatase	1	GDKOHJ_05755
GDKOHJ_05795	phosphoserine phosphatase	1	GDKOHJ_05795
GDKOHJ_05540	carbamoyl-phosphate synthase large subunit	1	GDKOHJ_05540
GDKOHJ_05535	carnitine metabolism transcriptional regulator CaiF	1	GDKOHJ_05535
GDKOHJ_05530	carnitine operon protein CaiE	1	GDKOHJ_05530
GDKOHJ_05525	crotonobetainyl-CoA hydratase	1	GDKOHJ_05525
GDKOHJ_05520	crotonobetaine/carnitine-CoA ligase	1	GDKOHJ_05520
GDKOHJ_05515	L-carnitine CoA-transferase	1	GDKOHJ_05515
GDKOHJ_05510	crotonobetainyl-CoA dehydrogenase	1	GDKOHJ_05510
GDKOHJ_05505	L-carnitine/gamma-butyrobetaine antiporter	1	GDKOHJ_05505
GDKOHJ_05655	acidic protein MsyB	1	GDKOHJ_05655
GDKOHJ_05495	electron transfer flavoprotein subunit alpha/FixB family protein	1	GDKOHJ_05495
GDKOHJ_05490	ferredoxin-like protein FixX	1	GDKOHJ_05490
GDKOHJ_05485	ferredoxin-like protein FixX	1	GDKOHJ_05485
GDKOHJ_05480	Putative metabolite transport protein YaaU	1	GDKOHJ_05480
GDKOHJ_05475	glutathione-regulated potassium-efflux system oxidoreductase KefF	1	GDKOHJ_05475
GDKOHJ_05470	glutathione-regulated potassium-efflux system protein KefC	1	GDKOHJ_05470
GDKOHJ_05465	dihydrofolate reductase	1	GDKOHJ_05465
GDKOHJ_05460	Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid	1	GDKOHJ_05460
GDKOHJ_05500	Protein FixA	1	GDKOHJ_05500
GDKOHJ_05650	DUF2541 domain-containing protein	1	GDKOHJ_05650
GDKOHJ_05645	molecular chaperone DnaK	1	GDKOHJ_05645
GDKOHJ_05635	molecular chaperone DnaJ	1	GDKOHJ_05635
GDKOHJ_05630	type I toxin-antitoxin system toxin MokC	1	GDKOHJ_05630
GDKOHJ_05620	hypothetical protein	1	GDKOHJ_05620
GDKOHJ_05615	Nucleoside-specific channel-forming protein Tsx	1	GDKOHJ_05615
GDKOHJ_05610	Arylsulfatase	1	GDKOHJ_05610
GDKOHJ_05605	Cytoplasmic protein	1	GDKOHJ_05605
GDKOHJ_05545	carbamoyl phosphate synthase small subunit	1	GDKOHJ_05545
GDKOHJ_05595	transcriptional activator NhaR	1	GDKOHJ_05595
GDKOHJ_05590	30S ribosomal protein S20	1	GDKOHJ_05590
GDKOHJ_05585	bifunctional riboflavin kinase/FAD synthetase	1	GDKOHJ_05585
GDKOHJ_05580	isoleucine--tRNA ligase	1	GDKOHJ_05580
GDKOHJ_05575	signal peptidase II	1	GDKOHJ_05575
GDKOHJ_05570	FKBP-type peptidyl-prolyl cis-trans isomerase	1	GDKOHJ_05570
GDKOHJ_05565	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1	GDKOHJ_05565
GDKOHJ_05560	ribonucleoside hydrolase RihC	1	GDKOHJ_05560
GDKOHJ_05555	4-hydroxy-tetrahydrodipicolinate reductase	1	GDKOHJ_05555
GDKOHJ_05600	Na+/H+ antiporter NhaA	1	GDKOHJ_05600
GDKOHJ_21150	2-nitroimidazole transporter	1	GDKOHJ_21150
GDKOHJ_21145	Uncharacterized protein YeaO	1	GDKOHJ_21145
GDKOHJ_21140	Transposase	1	GDKOHJ_21140
GDKOHJ_21135	DUF333 domain-containing protein	1	GDKOHJ_21135
GDKOHJ_21130	diguanylate cyclase DgcP	1	GDKOHJ_21130
GDKOHJ_21125	protein YoaJ	1	GDKOHJ_21125
GDKOHJ_21120	UPF0410 protein YeaQ	1	GDKOHJ_21120
GDKOHJ_21115	Protein YoaG	1	GDKOHJ_21115
GDKOHJ_05840	Putative glycyl-radical enzyme activating enzyme YjjW	1	GDKOHJ_05840
GDKOHJ_21105	leucine efflux protein LeuE	1	GDKOHJ_21105
GDKOHJ_21100	ribonuclease D	1	GDKOHJ_21100
GDKOHJ_21090	long-chain-fatty-acid--CoA ligase FadD	1	GDKOHJ_21090
GDKOHJ_21085	Slp family lipoprotein YeaY	1	GDKOHJ_21085
GDKOHJ_21080	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	1	GDKOHJ_21080
GDKOHJ_21075	putative ATP-dependent DNA helicase YoaA	1	GDKOHJ_21075
GDKOHJ_21070	RutC family protein YoaB	1	GDKOHJ_21070
GDKOHJ_21065	DUF1889 domain-containing protein	1	GDKOHJ_21065
GDKOHJ_21110	Uncharacterized protein YeaR	1	GDKOHJ_21110
GDKOHJ_21255	NADH-dependent methylglyoxal reductase	1	GDKOHJ_21255
GDKOHJ_21250	Uncharacterized sugar kinase YdjH	1	GDKOHJ_21250
GDKOHJ_21245	Fructose/tagatose bisphosphate aldolase	1	GDKOHJ_21245
GDKOHJ_21240	Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjJ	1	GDKOHJ_21240
GDKOHJ_21235	Putative metabolite transport protein YdjK	1	GDKOHJ_21235
GDKOHJ_21230	Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjL	1	GDKOHJ_21230
GDKOHJ_21225	Uncharacterized protein YeaC	1	GDKOHJ_21225
GDKOHJ_21220	Peptide methionine sulfoxide reductase MsrB	1	GDKOHJ_21220
GDKOHJ_21155	DNA-binding transcriptional regulator NimR	1	GDKOHJ_21155
GDKOHJ_21210	Putative glucose-6-phosphate 1-epimerase	1	GDKOHJ_21210
GDKOHJ_21205	methylglyoxal reductase YeaE	1	GDKOHJ_21205
GDKOHJ_21200	scaffolding protein MipA	1	GDKOHJ_21200
GDKOHJ_21195	protein kinase YeaG	1	GDKOHJ_21195
GDKOHJ_21190	UPF0229 protein Ent638_1670	1	GDKOHJ_21190
GDKOHJ_21175	putative diguanylate cyclase CdgI	1	GDKOHJ_21175
GDKOHJ_21170	diguanylate cyclase DgcJ	1	GDKOHJ_21170
GDKOHJ_21165	mischarged aminoacyl-tRNA deacylase	1	GDKOHJ_21165
GDKOHJ_21160	UPF0756 membrane protein YeaL	1	GDKOHJ_21160
GDKOHJ_21215	glyceraldehyde-3-phosphate dehydrogenase	1	GDKOHJ_21215
GDKOHJ_20960	RNA chaperone ProQ	1	GDKOHJ_20960
GDKOHJ_20955	L-methionine (R)-S-oxide reductase	1	GDKOHJ_20955
GDKOHJ_20950	membrane integrity lipid transport subunit YebS	1	GDKOHJ_20950
GDKOHJ_20945	lipid-binding membrane homeostasis protein YebT	1	GDKOHJ_20945
GDKOHJ_20940	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	1	GDKOHJ_20940
GDKOHJ_20935	Uncharacterized protein YebV	1	GDKOHJ_20935
GDKOHJ_20930	Uncharacterized protein YebW	1	GDKOHJ_20930
GDKOHJ_20925	protein-serine/threonine phosphatase	1	GDKOHJ_20925
GDKOHJ_21060	YoaH family protein	1	GDKOHJ_21060
GDKOHJ_05890	DNA polymerase III subunit psi	1	GDKOHJ_05890
GDKOHJ_05885	ribosomal protein S18-alanine N-acetyltransferase	1	GDKOHJ_05885
GDKOHJ_05880	pyrimidine 5'-nucleotidase	1	GDKOHJ_05880
GDKOHJ_05875	peptide chain release factor 3	1	GDKOHJ_05875
GDKOHJ_05870	molecular chaperone OsmY	1	GDKOHJ_05870
GDKOHJ_05865	UPF0391 membrane protein YtjA	1	GDKOHJ_05865
GDKOHJ_05860	Uncharacterized protein YjjU	1	GDKOHJ_05860
GDKOHJ_05855	metal-dependent hydrolase	1	GDKOHJ_05855
GDKOHJ_20910	Uncharacterized protein YebY	1	GDKOHJ_20910
GDKOHJ_21055	aminodeoxychorismate synthase component 1	1	GDKOHJ_21055
GDKOHJ_21050	CoA pyrophosphatase	1	GDKOHJ_21050
GDKOHJ_21045	L-serine ammonia-lyase	1	GDKOHJ_21045
GDKOHJ_21040	putative cyclic di-GMP phosphodiesterase PdeD	1	GDKOHJ_21040
GDKOHJ_21035	CNNM family cation transport protein YoaE	1	GDKOHJ_21035
GDKOHJ_21030	Protein YoaL	1	GDKOHJ_21030
GDKOHJ_21025	PTS mannose transporter subunit IIAB	1	GDKOHJ_21025
GDKOHJ_21020	PTS mannose transporter subunit IIC	1	GDKOHJ_21020
GDKOHJ_20965	carboxy terminal-processing peptidase	1	GDKOHJ_20965
GDKOHJ_21010	UPF0266 membrane protein YobD	1	GDKOHJ_21010
GDKOHJ_21005	manganese efflux pump MntP	1	GDKOHJ_21005
GDKOHJ_21000	23S rRNA (guanine(745)-N(1))-methyltransferase	1	GDKOHJ_21000
GDKOHJ_20995	transcription antiterminator/RNA stability regulator CspE	1	GDKOHJ_20995
GDKOHJ_20990	Uncharacterized protein YebO	1	GDKOHJ_20990
GDKOHJ_20985	Uncharacterized protein YobH	1	GDKOHJ_20985
GDKOHJ_20980	DNA-binding transcriptional regulator KdgR	1	GDKOHJ_20980
GDKOHJ_20975	Uncharacterized transporter YebQ	1	GDKOHJ_20975
GDKOHJ_20970	protease HtpX	1	GDKOHJ_20970
GDKOHJ_21015	PTS mannose transporter subunit IID	1	GDKOHJ_21015
GDKOHJ_15165	FAD-dependent 2-octaprenylphenol hydroxylase	1	GDKOHJ_15165
GDKOHJ_15160	2-octaprenyl-6-methoxyphenyl hydroxylase	1	GDKOHJ_15160
GDKOHJ_15155	Xaa-Pro aminopeptidase	1	GDKOHJ_15155
GDKOHJ_15150	UPF0149 family protein YgfB	1	GDKOHJ_15150
GDKOHJ_15145	cell division protein ZapA	1	GDKOHJ_15145
GDKOHJ_15135	5-formyltetrahydrofolate cyclo-ligase	1	GDKOHJ_15135
GDKOHJ_15130	Type I toxin-antitoxin system Ibs family toxin	1	GDKOHJ_15130
GDKOHJ_15120	phosphoglycerate dehydrogenase	1	GDKOHJ_15120
GDKOHJ_05455	Toxin CcdB	1	GDKOHJ_05455
GDKOHJ_15110	Putative protein YqfE	1	GDKOHJ_15110
GDKOHJ_15105	DNA-binding transcriptional regulator ArgP	1	GDKOHJ_15105
